Time, TempExt, TempInt, TempRef, ControleSignal
2021-03-19 12:21:43, 27.260, 57.653, 60.000, 100.000
2021-03-19 12:21:44, 27.260, 57.653, 60.000, 100.000
2021-03-19 12:21:45, 27.250, 54.205, 60.000, 100.000
2021-03-19 12:21:47, 27.250, 57.911, 60.000, 91.914
2021-03-19 12:21:48, 27.260, 57.911, 60.000, 100.000
2021-03-19 12:21:49, 27.260, 58.169, 60.000, 100.000
2021-03-19 12:21:51, 27.260, 59.007, 60.000, 100.000
2021-03-19 12:21:52, 27.260, 59.007, 60.000, 100.000
2021-03-19 12:21:54, 27.250, 58.942, 60.000, 100.000
2021-03-19 12:21:55, 27.260, 62.777, 60.000, 64.161
2021-03-19 12:21:56, 27.260, 62.777, 60.000, 80.559
2021-03-19 12:21:58, 27.260, 60.715, 60.000, 100.000
2021-03-19 12:21:59, 27.260, 60.618, 60.000, 90.505
2021-03-19 12:22:00, 27.270, 60.618, 60.000, 89.403
2021-03-19 12:22:02, 27.260, 61.069, 60.000, 83.822
2021-03-19 12:22:03, 27.260, 59.490, 60.000, 100.000
2021-03-19 12:22:04, 27.260, 59.490, 60.000, 94.993
2021-03-19 12:22:06, 27.260, 59.909, 60.000, 90.895
2021-03-19 12:22:07, 27.260, 59.845, 60.000, 93.789
2021-03-19 12:22:09, 27.260, 59.845, 60.000, 93.622
2021-03-19 12:22:10, 27.260, 60.328, 60.000, 88.460
2021-03-19 12:22:11, 27.260, 60.683, 60.000, 86.649
2021-03-19 12:22:13, 27.270, 60.683, 60.000, 87.739
2021-03-19 12:22:14, 27.260, 62.358, 60.000, 68.623
2021-03-19 12:22:15, 27.260, 63.132, 60.000, 66.136
2021-03-19 12:22:17, 27.260, 63.132, 60.000, 66.871
2021-03-19 12:22:18, 27.260, 63.647, 60.000, 58.067
2021-03-19 12:22:19, 27.270, 63.712, 27.000, -100.000
2021-03-19 12:22:21, 27.260, 63.712, 27.000, -100.000
2021-03-19 12:22:22, 27.260, 63.583, 27.000, -100.000
2021-03-19 12:22:24, 27.250, 63.809, 27.000, -100.000
2021-03-19 12:22:25, 27.250, 63.809, 27.000, -100.000
2021-03-19 12:22:26, 27.240, 62.777, 27.000, -100.000
2021-03-19 12:22:28, 27.240, 61.682, 27.000, -100.000
2021-03-19 12:22:29, 27.230, 61.682, 27.000, -100.000
2021-03-19 12:22:30, 27.240, 60.715, 27.000, -100.000
2021-03-19 12:22:32, 27.240, 59.232, 27.000, -100.000
2021-03-19 12:22:33, 27.230, 59.232, 27.000, -100.000
2021-03-19 12:22:34, 27.220, 58.975, 27.000, -100.000
2021-03-19 12:22:36, 27.230, 59.426, 27.000, -100.000
2021-03-19 12:22:37, 27.230, 59.426, 27.000, -100.000
2021-03-19 12:22:39, 27.240, 60.489, 27.000, -100.000
2021-03-19 12:22:40, 27.230, 60.586, 27.000, -100.000
2021-03-19 12:22:41, 27.220, 60.586, 27.000, -100.000
2021-03-19 12:22:43, 27.230, 60.650, 27.000, -100.000
2021-03-19 12:22:44, 27.240, 59.909, 27.000, -100.000
2021-03-19 12:22:45, 27.230, 59.909, 27.000, -100.000
2021-03-19 12:22:47, 27.220, 58.878, 27.000, -100.000
2021-03-19 12:22:48, 27.220, 56.751, 27.000, -100.000
2021-03-19 12:22:49, 27.220, 56.751, 27.000, -100.000
2021-03-19 12:22:51, 27.220, 56.074, 27.000, -100.000
2021-03-19 12:22:52, 27.230, 56.396, 27.000, -100.000
2021-03-19 12:22:54, 27.230, 56.396, 27.000, -100.000
2021-03-19 12:22:55, 27.230, 57.653, 27.000, -100.000
2021-03-19 12:22:56, 27.230, 57.299, 27.000, -100.000
2021-03-19 12:22:58, 27.240, 57.299, 27.000, -100.000
2021-03-19 12:22:59, 27.230, 57.460, 27.000, -100.000
2021-03-19 12:23:00, 27.230, 57.138, 27.000, -100.000
2021-03-19 12:23:02, 27.240, 57.138, 27.000, -100.000
2021-03-19 12:23:03, 27.230, 56.042, 27.000, -100.000
2021-03-19 12:23:04, 27.230, 56.042, 27.000, -100.000
2021-03-19 12:23:06, 27.230, 53.754, 27.000, -100.000
2021-03-19 12:23:07, 27.220, 53.109, 27.000, -100.000
2021-03-19 12:23:09, 27.220, 53.109, 27.000, -100.000
2021-03-19 12:23:10, 27.230, 51.659, 27.000, -100.000
2021-03-19 12:23:11, 27.230, 51.401, 27.000, -100.000
2021-03-19 12:23:13, 27.230, 51.401, 27.000, -100.000
2021-03-19 12:23:14, 27.220, 51.466, 27.000, -100.000
2021-03-19 12:23:15, 27.230, 51.208, 27.000, -100.000
2021-03-19 12:23:17, 27.220, 51.208, 27.000, -100.000
2021-03-19 12:23:18, 27.220, 50.821, 27.000, -100.000
2021-03-19 12:23:19, 27.230, 51.498, 27.000, -100.000
2021-03-19 12:23:21, 27.220, 51.498, 27.000, -100.000
2021-03-19 12:23:22, 27.230, 51.208, 27.000, -100.000
2021-03-19 12:23:24, 27.230, 51.111, 27.000, -100.000
2021-03-19 12:23:25, 27.210, 51.111, 27.000, -100.000
2021-03-19 12:23:26, 27.220, 51.530, 27.000, -100.000
2021-03-19 12:23:28, 27.220, 50.918, 27.000, -100.000
2021-03-19 12:23:29, 27.220, 50.918, 27.000, -100.000
2021-03-19 12:23:30, 27.220, 50.531, 27.000, -100.000
2021-03-19 12:23:32, 27.220, 50.016, 27.000, -100.000
2021-03-19 12:23:33, 27.210, 50.016, 27.000, -100.000
2021-03-19 12:23:34, 27.210, 49.468, 27.000, -100.000
2021-03-19 12:23:36, 27.210, 48.469, 27.000, -100.000
2021-03-19 12:23:37, 27.210, 48.469, 27.000, -100.000
2021-03-19 12:23:39, 27.200, 48.146, 27.000, -100.000
2021-03-19 12:23:40, 27.210, 47.502, 27.000, -100.000
2021-03-19 12:23:41, 27.190, 47.502, 27.000, -100.000
2021-03-19 12:23:43, 27.210, 47.502, 27.000, -100.000
2021-03-19 12:23:44, 27.190, 47.244, 27.000, -100.000
2021-03-19 12:23:45, 27.190, 47.244, 27.000, -100.000
2021-03-19 12:23:47, 27.190, 47.244, 27.000, -100.000
2021-03-19 12:23:48, 27.200, 46.954, 27.000, -100.000
2021-03-19 12:23:49, 27.180, 46.954, 27.000, -100.000
2021-03-19 12:23:51, 27.190, 47.953, 27.000, -100.000
2021-03-19 12:23:52, 27.180, 48.501, 27.000, -100.000
2021-03-19 12:23:54, 27.190, 48.501, 27.000, -100.000
2021-03-19 12:23:55, 27.190, 48.243, 27.000, -100.000
2021-03-19 12:23:56, 27.180, 48.501, 27.000, -100.000
2021-03-19 12:23:58, 27.180, 48.501, 27.000, -100.000
2021-03-19 12:23:59, 27.180, 49.532, 27.000, -100.000
2021-03-19 12:24:00, 27.180, 49.017, 27.000, -100.000
2021-03-19 12:24:02, 27.180, 49.017, 27.000, -100.000
2021-03-19 12:24:03, 27.180, 48.018, 27.000, -100.000
2021-03-19 12:24:04, 27.180, 48.340, 27.000, -100.000
2021-03-19 12:24:06, 27.170, 48.340, 27.000, -100.000
2021-03-19 12:24:07, 27.170, 47.244, 27.000, -100.000
2021-03-19 12:24:09, 27.180, 47.083, 27.000, -100.000
2021-03-19 12:24:10, 27.170, 47.083, 27.000, -100.000
2021-03-19 12:24:11, 27.180, 46.471, 27.000, -100.000
2021-03-19 12:24:13, 27.180, 46.310, 27.000, -100.000
2021-03-19 12:24:14, 27.180, 46.310, 27.000, -100.000
2021-03-19 12:24:15, 27.180, 46.342, 27.000, -100.000
2021-03-19 12:24:17, 27.170, 46.342, 27.000, -100.000
2021-03-19 12:24:18, 27.170, 46.342, 27.000, -100.000
2021-03-19 12:24:19, 27.170, 45.568, 27.000, -100.000
2021-03-19 12:24:21, 27.170, 45.504, 27.000, -100.000
2021-03-19 12:24:22, 27.160, 45.504, 27.000, -100.000
2021-03-19 12:24:24, 27.160, 45.439, 27.000, -100.000
2021-03-19 12:24:25, 27.160, 44.859, 27.000, -100.000
2021-03-19 12:24:26, 27.160, 44.859, 27.000, -100.000
2021-03-19 12:24:28, 27.180, 45.214, 27.000, -100.000
2021-03-19 12:24:29, 27.160, 45.407, 27.000, -100.000
2021-03-19 12:24:30, 27.160, 45.407, 27.000, -100.000
2021-03-19 12:24:32, 27.170, 45.472, 27.000, -100.000
2021-03-19 12:24:33, 27.160, 43.248, 27.000, -100.000
